,x,y
0,-2.203099151046032,1.475696107332572
1,-5.7940942116403695,-5.52223749636212
2,8.24346119549125,2.1198019560244084
3,-40.552155982754584,16.12654864200879
4,-7.225411644276539,16.052133765320377
5,6.890214844616761,18.5201169544973
6,6.51399975949892,34.65666288282897
7,-1.4520224446233692,-18.63901256298295
8,36.59902357475752,-0.17454582895483378
9,-33.579732293925375,-19.39120415363159
10,20.432749578491602,0.4975348171806456
11,0.05894091741016879,31.712110059519887
12,-43.92151168499618,-5.0140932015804065
13,-33.75094330074549,18.643404537358805
14,8.432634173294396,-37.79471660825618
15,-30.159036280162685,-3.2003578054171977
16,8.06786787228813,35.24480758024296
17,25.082044263922366,-4.769333199133487
18,2.0947915933774053,-8.335257968749026
19,23.755886395763355,-1.9035586118368557
20,-2.5481929488785107,-9.308571186623782
21,-10.282127033912182,-2.556670842440964
22,-0.34816583773459014,-5.153885188850764
23,11.063522159642783,30.452508339230075
24,3.569259504257182,35.10184123584498
25,13.148231710070442,26.420132335180295
26,-7.1349999562180875,19.187447068029805
27,16.295521112005396,29.494154719303648
28,-1.1765416813394807,-3.6720553970771825
29,-3.546915076923349,-12.42966321799611
30,-5.496265111489172,17.390221382777682
31,4.053286472827866,-8.227556797756545
32,-43.32727794227356,-8.309964039036425
33,17.457556895261973,13.748164102662411
34,-17.177112312929165,33.45487404437028
35,-24.18679124359268,1.6421930136717893
36,-26.85686558816124,-23.678546446615133
37,5.76234820260025,-5.037359053966426
38,-4.478439399622923,-16.98604548683666
39,39.858660484957596,-9.819659221026894
40,22.554287911104062,-0.6085387165719552
41,-13.399020390439095,-28.627604644049605
42,37.760991332514244,-18.673069524985205
43,-28.842595067211203,-2.284176194534529
44,5.302172836262263,1.3126103540024363
45,-29.283958131640468,3.0428161287764817
46,-5.68733251048054,3.552918975519253
47,8.67751622991356,-11.388486197483047
48,-1.7614075696238725,-11.301075143774174
49,-46.15328218482486,0.09508236802259974
50,-43.02781240363833,-11.095754792507902
51,10.236970070249045,-3.255559938725085
52,8.432634219823898,-37.79469260479672
53,5.893627755119851,18.71769929116283
54,-1.5532790821839932,-6.4612072260053175
55,-0.578277436817364,-7.800991904826806
56,39.91008319763025,-9.421618185834008
57,6.094837541861723,-4.32663466533689
58,-5.369116621265172,1.8841417161887044
59,-23.495964377697224,-27.167911433815267
60,8.583822365470237,4.998142932787556
